u,y
5.00000000e+00, 0.00000000e+00
4.86455584e+00, 1.00100096e-05
4.72819519e+00, 2.00200193e-05
4.59296942e+00, 3.00300289e-05
4.45837879e+00, 4.00400386e-05
4.32617712e+00, 5.00500464e-05
4.19118977e+00, 6.00600542e-05
4.05173683e+00, 7.00700621e-05
3.92245245e+00, 8.00800699e-05
3.79298162e+00, 9.00900777e-05
3.66275477e+00, 1.00100086e-04
3.53872538e+00, 1.10110093e-04
3.41552114e+00, 1.20120101e-04
3.29495931e+00, 1.30130109e-04
3.17700148e+00, 1.40140124e-04
3.06288838e+00, 1.50150139e-04
2.95017076e+00, 1.60160154e-04
2.83935571e+00, 1.70170169e-04
2.72987652e+00, 1.80180185e-04
2.61989450e+00, 1.90190200e-04
2.51560044e+00, 2.00200215e-04
2.42003655e+00, 2.10210230e-04
2.32447267e+00, 2.20220245e-04
2.23535728e+00, 2.30230260e-04
2.14781785e+00, 2.40240275e-04
2.06027746e+00, 2.50250276e-04
1.97805834e+00, 2.60260276e-04
1.89653504e+00, 2.70270277e-04
1.81409669e+00, 2.80280277e-04
1.73644447e+00, 2.90290278e-04
1.66427827e+00, 3.00300278e-04
1.59211183e+00, 3.10310279e-04
1.52291095e+00, 3.20320280e-04
1.46054387e+00, 3.30330280e-04
1.39723921e+00, 3.40340281e-04
1.33380938e+00, 3.50350281e-04
1.27356112e+00, 3.60360282e-04
1.21849632e+00, 3.70370282e-04
1.16377389e+00, 3.80380283e-04
1.10971189e+00, 3.90390283e-04
1.06072056e+00, 4.00400284e-04
1.01358056e+00, 4.10410285e-04
9.66104627e-01, 4.20420285e-04
9.18923616e-01, 4.30430286e-04
8.78160000e-01, 4.40440286e-04
8.38784575e-01, 4.50450287e-04
7.99555659e-01, 4.60460287e-04
7.61794031e-01, 4.70470288e-04
7.27375865e-01, 4.80480288e-04
6.92957640e-01, 4.90490289e-04
6.58539414e-01, 5.00500319e-04
6.27724409e-01, 5.10510348e-04
5.99618733e-01, 5.20520378e-04
5.71463585e-01, 5.30530408e-04
5.43308079e-01, 5.40540437e-04
5.16478837e-01, 5.50550467e-04
4.92780209e-01, 5.60560497e-04
4.69483972e-01, 5.70570526e-04
4.46187705e-01, 5.80580556e-04
4.22891498e-01, 5.90590585e-04
4.02549028e-01, 6.00600615e-04
3.82337868e-01, 6.10610645e-04
3.62881005e-01, 6.20620674e-04
3.43523890e-01, 6.30630704e-04
3.26762438e-01, 6.40640734e-04
3.10869157e-01, 6.50650763e-04
2.94975698e-01, 6.60660793e-04
2.79082209e-01, 6.70670823e-04
2.64856756e-01, 6.80680852e-04
2.52500266e-01, 6.90690882e-04
2.40121990e-01, 7.00700912e-04
2.27701217e-01, 7.10710941e-04
2.15280518e-01, 7.20720971e-04
2.04020143e-01, 7.30731001e-04
1.93944320e-01, 7.40741030e-04
1.84127510e-01, 7.50751060e-04
1.74310625e-01, 7.60761090e-04
1.64493889e-01, 7.70771119e-04
1.55998796e-01, 7.80781149e-04
1.47974879e-01, 7.90791179e-04
1.39950842e-01, 8.00801208e-04
1.31884277e-01, 8.10811238e-04
1.23844296e-01, 8.20821268e-04
1.17448717e-01, 8.30831297e-04
1.11053132e-01, 8.40841327e-04
1.04685605e-01, 8.50851357e-04
9.83259156e-02, 8.60861386e-04
9.24370661e-02, 8.70871416e-04
8.71756226e-02, 8.80881445e-04
8.20730105e-02, 8.90891475e-04
7.69703761e-02, 9.00901505e-04
7.18677491e-02, 9.10911534e-04
6.77515566e-02, 9.20921564e-04
6.37017041e-02, 9.30931594e-04
5.96518666e-02, 9.40941623e-04
5.56020141e-02, 9.50951653e-04
5.17891906e-02, 9.60961683e-04
4.84749749e-02, 9.70971712e-04
4.51660007e-02, 9.80981742e-04
4.18570563e-02, 9.90991713e-04
3.85481007e-02, 1.00100168e-03
3.60031649e-02, 1.01101166e-03
3.36173549e-02, 1.02102163e-03
3.12315430e-02, 1.03103160e-03
2.88457349e-02, 1.04104157e-03
2.64363810e-02, 1.05105154e-03
2.42841672e-02, 1.06106151e-03
2.22032107e-02, 1.07107149e-03
2.01222580e-02, 1.08108146e-03
1.80413127e-02, 1.09109143e-03
1.59603953e-02, 1.10110140e-03
1.42054241e-02, 1.11111137e-03
1.25126299e-02, 1.12112134e-03
1.11122373e-02, 1.13113131e-03
9.71184671e-03, 1.14114129e-03
8.31148308e-03, 1.15115126e-03
6.91113155e-03, 1.16116123e-03
5.72032947e-03, 1.17117120e-03
4.60701808e-03, 1.18118117e-03
3.49369179e-03, 1.19119114e-03
2.38036644e-03, 1.20120111e-03
1.33722334e-03, 1.21121109e-03
3.03994224e-04, 1.22122106e-03
-7.29240594e-04, 1.23123103e-03
-1.58637296e-03, 1.24124100e-03
-2.32298486e-03, 1.25125097e-03
-3.05959769e-03, 1.26126094e-03
-3.79620888e-03, 1.27127091e-03
-4.53282101e-03, 1.28128089e-03
-5.26943244e-03, 1.29129086e-03
-5.99983428e-03, 1.30130083e-03
-6.71484601e-03, 1.31131080e-03
-7.36452639e-03, 1.32132077e-03
-7.87803438e-03, 1.33133074e-03
-8.46321881e-03, 1.34134071e-03
-9.07644443e-03, 1.35135069e-03
-9.68967006e-03, 1.36136066e-03
-1.03029050e-02, 1.37137063e-03
-1.09161390e-02, 1.38138060e-03
-1.13148848e-02, 1.39139057e-03
-1.16828876e-02, 1.40140054e-03
-1.20553803e-02, 1.41141051e-03
-1.24308597e-02, 1.42142049e-03
-1.28063392e-02, 1.43143046e-03
-1.31818168e-02, 1.44144043e-03
-1.34717710e-02, 1.45145040e-03
-1.37310773e-02, 1.46146037e-03
-1.39903799e-02, 1.47147034e-03
-1.42584797e-02, 1.48148031e-03
-1.45339230e-02, 1.49149029e-03
-1.48093775e-02, 1.50150026e-03
-1.50236133e-02, 1.51151023e-03
-1.52047444e-02, 1.52152020e-03
-1.53858801e-02, 1.53153017e-03
-1.55670103e-02, 1.54154014e-03
-1.57481413e-02, 1.55155011e-03
-1.59292743e-02, 1.56156009e-03
-1.61071345e-02, 1.57157006e-03
-1.62364505e-02, 1.58158003e-03
-1.63654964e-02, 1.59159000e-03
-1.64945442e-02, 1.60159997e-03
-1.66235901e-02, 1.61160994e-03
-1.67526379e-02, 1.62161991e-03
-1.68816876e-02, 1.63162989e-03
-1.69981606e-02, 1.64163986e-03
-1.70813724e-02, 1.65164983e-03
-1.71645805e-02, 1.66165980e-03
-1.72477923e-02, 1.67166977e-03
-1.73251778e-02, 1.68167974e-03
-1.74009260e-02, 1.69168971e-03
-1.74766760e-02, 1.70169969e-03
-1.75524224e-02, 1.71170966e-03
-1.76281724e-02, 1.72171963e-03
-1.76847763e-02, 1.73172960e-03
-1.77396294e-02, 1.74173957e-03
-1.77944861e-02, 1.75174954e-03
-1.78493448e-02, 1.76175951e-03
-1.78960469e-02, 1.77176949e-03
-1.79346297e-02, 1.78177946e-03
-1.79732144e-02, 1.79178943e-03
-1.80117972e-02, 1.80179940e-03
-1.80411227e-02, 1.81180937e-03
-1.80602241e-02, 1.82181934e-03
-1.80793237e-02, 1.83182932e-03
-1.80984251e-02, 1.84183929e-03
-1.81175247e-02, 1.85184926e-03
-1.81366261e-02, 1.86185923e-03
-1.81557275e-02, 1.87186920e-03
-1.81740914e-02, 1.88187917e-03
-1.81841850e-02, 1.89188914e-03
-1.81942768e-02, 1.90189912e-03
-1.82043668e-02, 1.91190909e-03
-1.82041675e-02, 1.92191906e-03
-1.82039253e-02, 1.93192903e-03
-1.82036832e-02, 1.94193900e-03
-1.82034448e-02, 1.95194897e-03
-1.82032026e-02, 1.96195906e-03
-1.82029586e-02, 1.97196915e-03
-1.82027165e-02, 1.98197924e-03
-1.82024762e-02, 1.99198932e-03
-1.82022322e-02, 2.00199941e-03
-1.82010494e-02, 2.01200950e-03
-1.81883667e-02, 2.02201959e-03
-1.81757528e-02, 2.03202968e-03
-1.81631334e-02, 2.04203976e-03
-1.81505196e-02, 2.05204985e-03
-1.81379039e-02, 2.06205994e-03
-1.81252845e-02, 2.07207003e-03
-1.81126688e-02, 2.08208011e-03
-1.81000531e-02, 2.09209020e-03
-1.80874411e-02, 2.10210029e-03
-1.80748217e-02, 2.11211038e-03
-1.80576388e-02, 2.12212047e-03
-1.80398244e-02, 2.13213055e-03
-1.80220157e-02, 2.14214064e-03
-1.80019140e-02, 2.15215073e-03
-1.79808978e-02, 2.16216082e-03
-1.79598834e-02, 2.17217091e-03
-1.79388672e-02, 2.18218099e-03
-1.79178528e-02, 2.19219108e-03
-1.78968403e-02, 2.20220117e-03
-1.78758241e-02, 2.21221126e-03
-1.78524200e-02, 2.22222134e-03
-1.78285465e-02, 2.23223143e-03
-1.78046748e-02, 2.24224152e-03
-1.77808013e-02, 2.25225161e-03
-1.77569259e-02, 2.26226170e-03
-1.77330524e-02, 2.27227178e-03
-1.77091789e-02, 2.28228187e-03
-1.76841803e-02, 2.29229196e-03
-1.76578574e-02, 2.30230205e-03
-1.76319722e-02, 2.31231214e-03
-1.76067445e-02, 2.32232222e-03
-1.75815150e-02, 2.33233231e-03
-1.75557695e-02, 2.34234240e-03
-1.75298862e-02, 2.35235249e-03
-1.75040066e-02, 2.36236257e-03
-1.74781270e-02, 2.37237266e-03
-1.74522419e-02, 2.38238275e-03
-1.74263604e-02, 2.39239284e-03
-1.74004789e-02, 2.40240293e-03
-1.73717402e-02, 2.41241301e-03
-1.73419788e-02, 2.42242310e-03
-1.73122194e-02, 2.43243319e-03
-1.72824580e-02, 2.44244328e-03
-1.72526985e-02, 2.45245337e-03
-1.72229391e-02, 2.46246345e-03
-1.71931759e-02, 2.47247354e-03
-1.71634164e-02, 2.48248363e-03
-1.71336569e-02, 2.49249372e-03
-1.71040557e-02, 2.50250380e-03
-1.70762669e-02, 2.51251389e-03
-1.70474518e-02, 2.52252398e-03
-1.70183796e-02, 2.53253407e-03
-1.69887561e-02, 2.54254416e-03
-1.69591308e-02, 2.55255424e-03
-1.69295073e-02, 2.56256433e-03
-1.68998837e-02, 2.57257442e-03
-1.68702602e-02, 2.58258451e-03
-1.68406349e-02, 2.59259460e-03
-1.68110114e-02, 2.60260468e-03
-1.67813860e-02, 2.61261477e-03
-1.67517625e-02, 2.62262486e-03
-1.67213827e-02, 2.63263495e-03
-1.66889206e-02, 2.64264503e-03
-1.66564584e-02, 2.65265512e-03
-1.66239999e-02, 2.66266521e-03
-1.65917780e-02, 2.67267530e-03
-1.65597387e-02, 2.68268539e-03
-1.65276956e-02, 2.69269547e-03
-1.64956544e-02, 2.70270556e-03
-1.64636131e-02, 2.71271565e-03
-1.64315701e-02, 2.72272574e-03
-1.63995288e-02, 2.73273583e-03
-1.63674895e-02, 2.74274591e-03
-1.63354483e-02, 2.75275600e-03
-1.63034089e-02, 2.76276609e-03
-1.62710622e-02, 2.77277618e-03
-1.62386689e-02, 2.78278627e-03
-1.62062775e-02, 2.79279635e-03
-1.61738805e-02, 2.80280644e-03
-1.61414891e-02, 2.81281653e-03
-1.61090977e-02, 2.82282662e-03
-1.60767138e-02, 2.83283670e-03
-1.60443801e-02, 2.84284679e-03
-1.60120465e-02, 2.85285688e-03
-1.59797128e-02, 2.86286697e-03
-1.59473810e-02, 2.87287706e-03
-1.59150492e-02, 2.88288714e-03
-1.58827156e-02, 2.89289723e-03
-1.58503819e-02, 2.90290732e-03
-1.58180483e-02, 2.91291741e-03
-1.57857165e-02, 2.92292750e-03
-1.57533810e-02, 2.93293758e-03
-1.57210492e-02, 2.94294767e-03
-1.56887155e-02, 2.95295776e-03
-1.56563818e-02, 2.96296785e-03
-1.56240482e-02, 2.97297793e-03
-1.55910775e-02, 2.98298802e-03
-1.55575536e-02, 2.99299811e-03
-1.55266570e-02, 3.00300820e-03
-1.54945748e-02, 3.01301829e-03
-1.54620605e-02, 3.02302837e-03
-1.54295461e-02, 3.03303846e-03
-1.53970299e-02, 3.04304855e-03
-1.53645147e-02, 3.05305864e-03
-1.53320022e-02, 3.06306873e-03
-1.52994860e-02, 3.07307881e-03
-1.52669726e-02, 3.08308890e-03
-1.52344555e-02, 3.09309899e-03
-1.52019421e-02, 3.10310908e-03
-1.51694259e-02, 3.11311916e-03
-1.51369125e-02, 3.12312925e-03
-1.51043963e-02, 3.13313934e-03
-1.50718810e-02, 3.14314943e-03
-1.50397979e-02, 3.15315952e-03
-1.50084812e-02, 3.16316960e-03
-1.49771664e-02, 3.17317969e-03
-1.49458535e-02, 3.18318978e-03
-1.49145396e-02, 3.19319987e-03
-1.48832770e-02, 3.20320996e-03
-1.48519110e-02, 3.21322004e-03
-1.48205981e-02, 3.22323013e-03
-1.47892851e-02, 3.23324022e-03
-1.47579703e-02, 3.24325031e-03
-1.47266574e-02, 3.25326039e-03
-1.46953426e-02, 3.26327048e-03
-1.46640297e-02, 3.27328057e-03
-1.46327168e-02, 3.28329066e-03
-1.46014038e-02, 3.29330075e-03
-1.45700909e-02, 3.30331083e-03
-1.45387771e-02, 3.31332092e-03
-1.45066883e-02, 3.32333101e-03
-1.44742383e-02, 3.33334110e-03
-1.44417882e-02, 3.34335119e-03
-1.44093391e-02, 3.35336127e-03
-1.43768890e-02, 3.36337136e-03
-1.43444389e-02, 3.37338145e-03
-1.43119898e-02, 3.38339154e-03
-1.42795397e-02, 3.39340162e-03
-1.42470896e-02, 3.40341171e-03
-1.42146386e-02, 3.41342180e-03
-1.41821895e-02, 3.42343189e-03
-1.41497413e-02, 3.43344198e-03
-1.41172912e-02, 3.44345206e-03
-1.40848402e-02, 3.45346215e-03
-1.40523911e-02, 3.46347224e-03
-1.40199419e-02, 3.47348233e-03
-1.39874928e-02, 3.48349242e-03
-1.39562003e-02, 3.49350250e-03
-1.39261745e-02, 3.50351259e-03
-1.38961487e-02, 3.51352268e-03
-1.38661219e-02, 3.52353277e-03
-1.38360970e-02, 3.53354285e-03
-1.38060693e-02, 3.54355294e-03
-1.37760444e-02, 3.55356303e-03
-1.37460176e-02, 3.56357312e-03
-1.37159899e-02, 3.57358321e-03
-1.36859640e-02, 3.58359329e-03
-1.36559391e-02, 3.59360338e-03
-1.36259105e-02, 3.60361347e-03
-1.35958828e-02, 3.61362356e-03
-1.35658570e-02, 3.62363365e-03
-1.35358488e-02, 3.63364373e-03
-1.35062756e-02, 3.64365382e-03
-1.34767033e-02, 3.65366391e-03
-1.34469047e-02, 3.66367400e-03
-1.34165492e-02, 3.67368408e-03
-1.33861937e-02, 3.68369417e-03
-1.33558381e-02, 3.69370426e-03
-1.33254826e-02, 3.70371435e-03
-1.32951271e-02, 3.71372444e-03
-1.32650854e-02, 3.72373452e-03
-1.32350530e-02, 3.73374461e-03
-1.32050226e-02, 3.74375470e-03
-1.31753078e-02, 3.75376479e-03
-1.31449569e-02, 3.76377488e-03
-1.31149273e-02, 3.77378496e-03
-1.30848940e-02, 3.78379505e-03
-1.30548617e-02, 3.79380514e-03
-1.30248303e-02, 3.80381523e-03
-1.29948016e-02, 3.81382531e-03
-1.29647683e-02, 3.82383540e-03
-1.29345004e-02, 3.83384549e-03
-1.29019422e-02, 3.84385558e-03
-1.28693841e-02, 3.85386567e-03
-1.28368270e-02, 3.86387575e-03
-1.28042707e-02, 3.87388584e-03
-1.27717117e-02, 3.88389593e-03
-1.27393715e-02, 3.89390602e-03
-1.27086993e-02, 3.90391611e-03
-1.26780234e-02, 3.91392596e-03
-1.26473513e-02, 3.92393582e-03
-1.26166781e-02, 3.93394567e-03
-1.25860050e-02, 3.94395553e-03
-1.25553291e-02, 3.95396538e-03
-1.25246570e-02, 3.96397524e-03
-1.24939820e-02, 3.97398509e-03
-1.24633089e-02, 3.98399495e-03
-1.24326348e-02, 3.99400480e-03
-1.24022942e-02, 4.00401466e-03
-1.23721771e-02, 4.01402451e-03
-1.23420637e-02, 4.02403437e-03
-1.23119466e-02, 4.03404422e-03
-1.22818314e-02, 4.04405408e-03
