u,y
0.00000000e+00, 0.00000000e+00
7.32721984e-02, 1.00100096e-05
1.46542549e-01, 2.00200193e-05
2.19813034e-01, 3.00300289e-05
2.92856485e-01, 4.00400386e-05
3.66235048e-01, 5.00500464e-05
4.39613551e-01, 6.00600542e-05
5.12991726e-01, 7.00700621e-05
5.85781693e-01, 8.00800699e-05
6.58543169e-01, 9.00900777e-05
7.31304526e-01, 1.00100086e-04
8.03661287e-01, 1.10110093e-04
8.75030100e-01, 1.20120101e-04
9.46398497e-01, 1.30130109e-04
1.01776791e+00, 1.40140124e-04
1.08730102e+00, 1.50150139e-04
1.15672016e+00, 1.60160154e-04
1.22614658e+00, 1.70170169e-04
1.29456508e+00, 1.80180185e-04
1.36141396e+00, 1.90190200e-04
1.42822671e+00, 2.00200215e-04
1.49504113e+00, 2.10210230e-04
1.55847287e+00, 2.20220245e-04
1.62123454e+00, 2.30230260e-04
1.68399668e+00, 2.40240275e-04
1.74668133e+00, 2.50250276e-04
1.79825342e+00, 2.60260276e-04
1.84732223e+00, 2.70270277e-04
1.89639080e+00, 2.80280277e-04
1.94545984e+00, 2.90290278e-04
1.99452841e+00, 3.00300278e-04
2.03566241e+00, 3.10310279e-04
2.07457399e+00, 3.20320280e-04
2.11348581e+00, 3.30330280e-04
2.15130711e+00, 3.40340281e-04
2.18907928e+00, 3.50350281e-04
2.22261858e+00, 3.60360282e-04
2.24304867e+00, 3.70370282e-04
2.26347876e+00, 3.80380283e-04
2.28390837e+00, 3.90390283e-04
2.30433774e+00, 4.00400284e-04
2.32476711e+00, 4.10410285e-04
2.34545135e+00, 4.20420285e-04
2.35511279e+00, 4.30430286e-04
2.35874820e+00, 4.40440286e-04
2.36238337e+00, 4.50450287e-04
2.36601973e+00, 4.60460287e-04
2.36956882e+00, 4.70470288e-04
2.37311912e+00, 4.80480288e-04
2.37666988e+00, 4.90490289e-04
2.36954856e+00, 5.00500319e-04
2.35873842e+00, 5.10510348e-04
2.34811616e+00, 5.20520378e-04
2.33749366e+00, 5.30530408e-04
2.32687140e+00, 5.40540437e-04
2.31624913e+00, 5.50550467e-04
2.30562711e+00, 5.60560497e-04
2.28452110e+00, 5.70570526e-04
2.25909710e+00, 5.80580556e-04
2.23367286e+00, 5.90590585e-04
2.20824885e+00, 6.00600615e-04
2.18267798e+00, 6.10610645e-04
2.15691686e+00, 6.20620674e-04
2.12815285e+00, 6.30630704e-04
2.09525347e+00, 6.40640734e-04
2.06235480e+00, 6.50650763e-04
2.02945590e+00, 6.60660793e-04
1.99655700e+00, 6.70670823e-04
1.96339059e+00, 6.80680852e-04
1.92806447e+00, 6.90690882e-04
1.89163816e+00, 7.00700912e-04
1.85175228e+00, 7.10710941e-04
1.81186640e+00, 7.20720971e-04
