u,y
0.00000000e+00, 0.00000000e+00
1.42378211e-02, 1.00100096e-05
2.84752846e-02, 2.00200193e-05
4.27127741e-02, 3.00300289e-05
5.69070801e-02, 4.00400386e-05
7.11669773e-02, 5.00500464e-05
8.54268670e-02, 6.00600542e-05
9.96867120e-02, 7.00700621e-05
1.13908477e-01, 8.00800699e-05
1.28128380e-01, 9.00900777e-05
1.42348260e-01, 1.00100086e-04
1.56580597e-01, 1.10110093e-04
1.70751825e-01, 1.20120101e-04
1.84922963e-01, 1.30130109e-04
1.99094296e-01, 1.40140124e-04
2.13295355e-01, 1.50150139e-04
2.27498621e-01, 1.60160154e-04
2.41703227e-01, 1.70170169e-04
2.55996197e-01, 1.80180185e-04
2.70320356e-01, 1.90190200e-04
2.84636825e-01, 2.00200215e-04
2.98953652e-01, 2.10210230e-04
3.13445181e-01, 2.20220245e-04
3.27971339e-01, 2.30230260e-04
3.42497587e-01, 2.40240275e-04
3.57005626e-01, 2.50250276e-04
3.70312303e-01, 2.60260276e-04
3.83328021e-01, 2.70270277e-04
3.96343708e-01, 2.80280277e-04
4.09359455e-01, 2.90290278e-04
4.22375083e-01, 3.00300278e-04
4.35584307e-01, 3.10310279e-04
4.48848009e-01, 3.20320280e-04
4.62111771e-01, 3.30330280e-04
4.74921405e-01, 3.40340281e-04
4.87710357e-01, 3.50350281e-04
5.00206649e-01, 3.60360282e-04
5.11795878e-01, 3.70370282e-04
5.23385167e-01, 3.80380283e-04
5.34974337e-01, 3.90390283e-04
5.46563447e-01, 4.00400284e-04
5.58152497e-01, 4.10410285e-04
5.69796383e-01, 4.20420285e-04
5.80589533e-01, 4.30430286e-04
5.90886176e-01, 4.40440286e-04
6.01182938e-01, 4.50450287e-04
6.11482203e-01, 4.60460287e-04
6.21807754e-01, 4.70470288e-04
6.32135928e-01, 4.80480288e-04
6.42464161e-01, 4.90490289e-04
6.51635647e-01, 5.00500319e-04
6.59996212e-01, 5.10510348e-04
6.68320119e-01, 5.20520378e-04
6.76643848e-01, 5.30530408e-04
6.84967816e-01, 5.40540437e-04
6.93291664e-01, 5.50550467e-04
7.01615393e-01, 5.60560497e-04
7.09310293e-01, 5.70570526e-04
7.16745675e-01, 5.80580556e-04
7.24181056e-01, 5.90590585e-04
7.31616497e-01, 6.00600615e-04
7.38778949e-01, 6.10610645e-04
7.45588660e-01, 6.20620674e-04
7.51554728e-01, 6.30630704e-04
7.56359041e-01, 6.40640734e-04
7.61163592e-01, 6.50650763e-04
7.65968084e-01, 6.60660793e-04
7.70772696e-01, 6.70670823e-04
7.75548339e-01, 6.80680852e-04
7.80090690e-01, 6.90690882e-04
7.84144223e-01, 7.00700912e-04
7.86660194e-01, 7.10710941e-04
7.89175987e-01, 7.20720971e-04
7.91691840e-01, 7.30731001e-04
7.94207633e-01, 7.40741030e-04
7.96723485e-01, 7.50751060e-04
7.99239457e-01, 7.60761090e-04
8.01463008e-01, 7.70771119e-04
8.01383138e-01, 7.80781149e-04
8.01240504e-01, 7.90791179e-04
8.01129580e-01, 8.00801208e-04
8.01018476e-01, 8.10811238e-04
8.00907373e-01, 8.20821268e-04
8.00796390e-01, 8.30831297e-04
8.00685287e-01, 8.40841327e-04
8.00574303e-01, 8.50851357e-04
7.97968268e-01, 8.60861386e-04
7.95309663e-01, 8.70871416e-04
7.92650938e-01, 8.80881445e-04
7.89992213e-01, 8.90891475e-04
7.87333488e-01, 9.00901505e-04
7.84674764e-01, 9.10911534e-04
7.82005310e-01, 9.20921564e-04
7.79275179e-01, 9.30931594e-04
7.74641454e-01, 9.40941623e-04
7.70244539e-01, 9.50951653e-04
7.65847445e-01, 9.60961683e-04
7.61450648e-01, 9.70971712e-04
7.57053792e-01, 9.80981742e-04
7.52656817e-01, 9.90991713e-04
7.48259783e-01, 1.00100168e-03
7.43862927e-01, 1.01101166e-03
7.39465952e-01, 1.02102163e-03
7.35069036e-01, 1.03103160e-03
7.30672240e-01, 1.04104157e-03
7.25006461e-01, 1.05105154e-03
7.19072580e-01, 1.06106151e-03
7.12896943e-01, 1.07107149e-03
7.06520915e-01, 1.08108146e-03
7.00144887e-01, 1.09109143e-03
6.93768740e-01, 1.10110140e-03
6.87392652e-01, 1.11111137e-03
6.81016684e-01, 1.12112134e-03
6.74640715e-01, 1.13113131e-03
6.68264627e-01, 1.14114129e-03
6.61888599e-01, 1.15115126e-03
6.55158520e-01, 1.16116123e-03
6.48103178e-01, 1.17117120e-03
6.41048014e-01, 1.18118117e-03
6.33992910e-01, 1.19119114e-03
6.26912415e-01, 1.20120111e-03
6.19828224e-01, 1.21121109e-03
6.12743914e-01, 1.22122106e-03
6.05659544e-01, 1.23123103e-03
5.98575532e-01, 1.24124100e-03
5.91491282e-01, 1.25125097e-03
5.84407091e-01, 1.26126094e-03
5.77153385e-01, 1.27127091e-03
5.69290340e-01, 1.28128089e-03
5.61427176e-01, 1.29129086e-03
5.53564072e-01, 1.30130083e-03
5.45697212e-01, 1.31131080e-03
5.37943900e-01, 1.32132077e-03
5.30186892e-01, 1.33133074e-03
5.22429883e-01, 1.34134071e-03
5.14672816e-01, 1.35135069e-03
5.06915689e-01, 1.36136066e-03
4.99313384e-01, 1.37137063e-03
4.91926730e-01, 1.38138060e-03
4.84539986e-01, 1.39139057e-03
4.77153242e-01, 1.40140054e-03
4.69766498e-01, 1.41141051e-03
4.62379754e-01, 1.42142049e-03
4.55125898e-01, 1.43143046e-03
4.47896630e-01, 1.44144043e-03
4.40667152e-01, 1.45145040e-03
4.33437735e-01, 1.46146037e-03
4.26521659e-01, 1.47147034e-03
4.19722438e-01, 1.48148031e-03
4.12923276e-01, 1.49149029e-03
4.06124115e-01, 1.50150026e-03
3.99325043e-01, 1.51151023e-03
3.92525941e-01, 1.52152020e-03
3.85726810e-01, 1.53153017e-03
3.78946006e-01, 1.54154014e-03
3.72283161e-01, 1.55155011e-03
3.65620375e-01, 1.56156009e-03
3.59356523e-01, 1.57157006e-03
3.53139758e-01, 1.58158003e-03
3.46922934e-01, 1.59159000e-03
3.40706170e-01, 1.60159997e-03
3.34489316e-01, 1.61160994e-03
3.28272432e-01, 1.62161991e-03
3.22055608e-01, 1.63162989e-03
3.15838724e-01, 1.64163986e-03
3.09621900e-01, 1.65164983e-03
3.03434014e-01, 1.66165980e-03
2.98182249e-01, 1.67166977e-03
2.93037027e-01, 1.68167974e-03
2.87892342e-01, 1.69168971e-03
2.82747686e-01, 1.70169969e-03
2.77602971e-01, 1.71170966e-03
2.72458375e-01, 1.72171963e-03
2.67313719e-01, 1.73172960e-03
2.62169033e-01, 1.74173957e-03
2.57024437e-01, 1.75174954e-03
2.51879781e-01, 1.76175951e-03
2.46735156e-01, 1.77176949e-03
2.41941780e-01, 1.78177946e-03
2.37519741e-01, 1.79178943e-03
