u,y
0, 0
0.3253968253968254, 0.08724832214765144
0.4698412698412698, 0.17114093959731558
0.6857142857142857, 0.25838926174496657
0.876190476190476, 0.34563758389261756
0.9809523809523808, 0.4328859060402688
0.9412698412698413, 0.6073825503355705
0.8428571428571427, 0.6912751677852349
0.7365079365079363, 0.7818791946308725
0.6349206349206349, 0.8691275167785235
0.5444444444444443, 0.9563758389261745
0.45714285714285713, 1.040268456375839
0.3777777777777777, 1.1275167785234899
0.3, 1.2181208053691277
0.23174603174603176, 1.302013422818792
0.1746031746031746, 1.389261744966443
0.13015873015873014, 1.476510067114094
0.09206349206349207, 1.563758389261745
0.06349206349206349, 1.651006711409396
0.046031746031746035, 1.738255033557047
0.030158730158730163, 1.825503355704698
0.01746031746031748, 1.9161073825503354
