u,y
0.00000000e+00, 0.00000000e+00
4.03401516e-02, 1.00100096e-05
8.06792900e-02, 2.00200193e-05
1.21018499e-01, 3.00300289e-05
1.61221802e-01, 4.00400386e-05
2.01595992e-01, 5.00500464e-05
2.41970137e-01, 6.00600542e-05
2.82344103e-01, 7.00700621e-05
3.22502375e-01, 8.00800699e-05
3.62650096e-01, 9.00900777e-05
4.02797759e-01, 1.00100086e-04
4.42868739e-01, 1.10110093e-04
4.82604831e-01, 1.20120101e-04
5.22340655e-01, 1.30130109e-04
5.62077105e-01, 1.40140124e-04
6.01418734e-01, 1.50150139e-04
6.40736520e-01, 1.60160154e-04
6.80058599e-01, 1.70170169e-04
7.19270945e-01, 1.80180185e-04
7.58132339e-01, 1.90190200e-04
7.96971858e-01, 2.00200215e-04
8.35812330e-01, 2.10210230e-04
8.74038935e-01, 2.20220245e-04
9.12143886e-01, 2.30230260e-04
9.50249195e-01, 2.40240275e-04
9.88307059e-01, 2.50250276e-04
1.02162349e+00, 2.60260276e-04
1.05384088e+00, 2.70270277e-04
1.08605802e+00, 2.80280277e-04
1.11827540e+00, 2.90290278e-04
1.15049231e+00, 3.00300278e-04
1.18076825e+00, 3.10310279e-04
1.21050072e+00, 3.20320280e-04
1.24023330e+00, 3.30330280e-04
1.26902544e+00, 3.40340281e-04
1.29777515e+00, 3.50350281e-04
1.32484901e+00, 3.60360282e-04
1.34673202e+00, 3.70370282e-04
1.36861539e+00, 3.80380283e-04
1.39049828e+00, 3.90390283e-04
1.41238117e+00, 4.00400284e-04
1.43426394e+00, 4.10410285e-04
1.45629334e+00, 4.20420285e-04
1.47314012e+00, 4.30430286e-04
1.48712921e+00, 4.40440286e-04
1.50111830e+00, 4.50450287e-04
1.51511097e+00, 4.60460287e-04
1.52909136e+00, 4.70470288e-04
1.54307544e+00, 4.80480288e-04
1.55705976e+00, 4.90490289e-04
1.56509876e+00, 5.00500319e-04
1.57061076e+00, 5.10510348e-04
1.57616162e+00, 5.20520378e-04
1.58171225e+00, 5.30530408e-04
1.58726311e+00, 5.40540437e-04
1.59281409e+00, 5.50550467e-04
1.59836471e+00, 5.60560497e-04
1.59905148e+00, 5.70570526e-04
1.59773445e+00, 5.80580556e-04
1.59641743e+00, 5.90590585e-04
1.59510040e+00, 6.00600615e-04
1.59338033e+00, 6.10610645e-04
1.59113955e+00, 6.20620674e-04
1.58629394e+00, 6.30630704e-04
1.57786155e+00, 6.40640734e-04
1.56942928e+00, 6.50650763e-04
1.56099701e+00, 6.60660793e-04
1.55256474e+00, 6.70670823e-04
1.54395556e+00, 6.80680852e-04
1.53391552e+00, 6.90690882e-04
1.52247250e+00, 7.00700912e-04
1.50661731e+00, 7.10710941e-04
1.49076176e+00, 7.20720971e-04
1.47490644e+00, 7.30731001e-04
1.45905113e+00, 7.40741030e-04
1.44319582e+00, 7.50751060e-04
1.42734051e+00, 7.60761090e-04
1.41125846e+00, 7.70771119e-04
1.39196718e+00, 7.80781149e-04
1.37261021e+00, 7.90791179e-04
1.35330975e+00, 8.00801208e-04
1.33400905e+00, 8.10811238e-04
1.31470835e+00, 8.20821268e-04
1.29540777e+00, 8.30831297e-04
1.27610695e+00, 8.40841327e-04
1.25680625e+00, 8.50851357e-04
1.23394656e+00, 8.60861386e-04
1.21101213e+00, 8.70871416e-04
1.18807721e+00, 8.80881445e-04
1.16514242e+00, 8.90891475e-04
1.14220762e+00, 9.00901505e-04
1.11927283e+00, 9.10911534e-04
1.09641016e+00, 9.20921564e-04
1.07395303e+00, 9.30931594e-04
1.05222118e+00, 9.40941623e-04
1.03301311e+00, 9.50951653e-04
1.01380491e+00, 9.60961683e-04
9.94596839e-01, 9.70971712e-04
9.75388885e-01, 9.80981742e-04
9.56180930e-01, 9.90991713e-04
