u,y
0, 0
1.899367229700763, 0.23119266055045795
2.2211780845408557, 0.4844036697247711
2.199063705736089, 0.7376146788990816
1.9003138129126298, 0.9908256880733948
1.4370642201834865, 1.233027522935779
0.9514121581068337, 1.4972477064220184
0.5031158364057274, 1.7394495412844027
0.23427248563834357, 1.992660550458715
-0.13146531767126812, 2.4880733944954128
-0.16820372116951043, 3.005504587155963
-0.16757266569493268, 3.5119266055045872
-0.13703506816428013, 4.0183486238532105
-0.14390808539826794, 4.502752293577982
-0.14329074852096368, 4.998165137614679
-0.12024350510160342, 5.493577981651376
-0.11961244962702566, 6

