u,y
1.6044142614601016, -0.004158934470456899
1.6706281833616299, 0.05648780616207105
1.7572156196943969, 0.17872889274950765
1.8285229202037347, 0.2702780958397497
2.00169779286927, 0.35972150932470015
2.108658743633276, 0.41952593411511074
2.3938879456706275, 0.41362972322028213
2.4448217317487266, 0.5056000842315882
2.3480475382003396, 0.5696160882325891
2.256366723259762, 0.6025190508153386
2.0169779286926994, 0.6694831602637521
1.8998302207130726, 0.7339203221858135
1.8234295415959247, 0.7665074163277694
1.7419354838709673, 0.8302075518879732
1.492359932088285, 0.8973822402969205
1.2427843803056025, 0.9955646806438487
1.1460101867572154, 1.0905884365828342
0.9117147707979625, 1.188455008488969
0.8404074702886246, 1.282952317026627
0.7181663837011885, 1.4095102723049209
0.5908319185059421, 1.5981890209394507
0.4736842105263157, 1.7866571906134467
0.3208828522920204, 1.9758623866492933
0.19864176570458403, 2.4124978613074326
0.1069609507640068, 2.7864860952080157
0.05093378607809845, 3.2527605585606967
-0.00509337860780984, 3.6260117660994204
0.00509337860780984, 3.997894210394705
-0.00509337860780984, 4.525236572300971
-0.00509337860780984, 5.0213606033087235
0, 5.982495623905978
0, 7.005751437859466
0, 7.99799949987497
0, 10.013503375843962
0.00509337860780984, 12.02890196233269
0, 14.044511127781945
0, 16.029007251812953
