,, , 
        -1475,     0.1116821, , 
        -1425,      0.160029, , 
        -1375,      0.192588, , 
        -1325,     0.2180654, , 
        -1275,      0.240078, , 
        -1225,     0.2607114, , 
        -1175,     0.2815671, , 
        -1125,     0.3044218, , 
        -1075,     0.3323969, , 
        -1025,     0.3748642, , 
    -975.0238,     0.4925178, , 
    -925.0282,     0.5599456, , 
    -875.0332,     0.6109677, , 
    -825.0391,     0.6542519, , 
    -775.0459,     0.6930044, , 
    -725.0539,     0.7287008, , 
    -675.0633,     0.7621121, , 
    -625.0745,     0.7936747, , 
     -575.088,     0.8236465, , 
    -525.1043,     0.8521805, , 
    -475.1244,     0.8793634, , 
    -425.1495,     0.9052354, , 
    -375.1819,     0.9298014, , 
    -325.2247,     0.9530355, , 
    -275.2836,     0.9748808, , 
    -225.3694,     0.9952429, , 
    -175.5049,      1.013972, , 
    -125.7495,      1.030819, , 
    -76.31662,      1.045306, , 
    -28.91093,      1.056173, , 
     28.91093,      1.056173, , 
     76.31662,      1.045306, , 
     125.7495,      1.030819, , 
     175.5049,      1.013972, , 
     225.3694,     0.9952429, , 
     275.2836,     0.9748808, , 
     325.2247,     0.9530355, , 
     375.1819,     0.9298014, , 
     425.1495,     0.9052354, , 
     475.1244,     0.8793634, , 
     525.1043,     0.8521805, , 
      575.088,     0.8236465, , 
     625.0745,     0.7936747, , 
     675.0633,     0.7621121, , 
     725.0539,     0.7287008, , 
     775.0459,     0.6930044, , 
     825.0391,     0.6542519, , 
     875.0332,     0.6109677, , 
     925.0282,     0.5599456, , 
     975.0238,     0.4925178, , 
         1025,     0.3748642, , 
         1075,     0.3323969, , 
         1125,     0.3044218, , 
         1175,     0.2815671, , 
         1225,     0.2607114, , 
         1275,      0.240078, , 
         1325,     0.2180654, , 
         1375,      0.192588, , 
         1425,      0.160029, , 
         1475,     0.1116821, , 

